,tweet,emotion,pre_clean_len,clean_text
179,Work experience was great @FitzMuseum_UK http://t.co/qRbr8dBsGr,happy,63,work experience was great
180,@britishmuseum I'm curious to know what is the story behind this unsettling display? http://t.co/7yhqISLHSx,nocode,107,i m curious to know what is the story behind this unsettling display
181,Frans Hals; We replaced the heavy 70s pastiche with a  Dutch 17th century rosewood moulding frame. @NationalGallery http://t.co/g0yhYbE0Pp,nocode,138,frans hals we replaced the heavy s pastiche with a dutch th century rosewood moulding frame
182,@RAMMuseum Thanks to Tom for helping me study Bronze Age metalwork this week for my #phd. Read about my visit here: http://t.co/O4kjQaxQd9,happy,138,thanks to tom for helping me study bronze age metalwork this week for my phd read about my visit here
183,"My ToI Q&amp;A: W/writer,filmmaker &amp; first woman head of  @NationalGallery @RothschildHan on 'The Improbability of Love': http://t.co/6UgzVuXY5W",nocode,148,my toi q a w writer filmmaker first woman head of on the improbability of love
184,@britishmuseum the trail has disappeared from that linked page.,not-relevant,63,the trail has disappeared from that linked page
185,Henry VIII crowned king #onthisday 1509.19th-century portrait (after Holbein) http://t.co/6g35yBbQqu http://t.co/XltevLY0Qh @britishmuseum,nocode,138,henry viii crowned king onthisday th century portrait after holbein
186,"@WMNNews @Tate_StIves haven't seen the garden yet but will soon. I'm a fan, that's what I am!! Rhyme of the day http://t.co/NchNHWoJJA",happy,134,haven t seen the garden yet but will soon i m a fan that s what i am rhyme of the day
187,Visitors like 3D weather. Millionth @RAMMuseum visitor today! http://t.co/nmJMxf2XFw,happy,84,visitors like d weather millionth visitor today
188,Get in the mood for #Pollock &amp; make some Jazzy Drips with the family http://t.co/WT31sacD13  @tateliverpool http://t.co/Ocn1AP9LPs,nocode,134,get in the mood for pollock make some jazzy drips with the family
189,@_TheWhitechapel  : Cover Ulysses-nya Joyce karya Matisse : http://t.co/IoubnWlnCB,nocode,82,cover ulysses nya joyce karya matisse
190,Ancient lives new discoveries @britishmuseum @VernonSys http://t.co/Kz7VujoSl4,nocode,78,ancient lives new discoveries
191,"@wzaparte Ich fürchte dass auch dann die Leute nicht kommen würden. Siehe Text, warum. @DerSPIEGEL @MuseeLouvre @britishmuseum",not-relevant,126,ich f rchte dass auch dann die leute nicht kommen w rden siehe text warum
192,The most erotic painting in The @NationalGallery  No! not the Bronzino!-- but--'Leda &amp; the Swan' after Michealangleo http://t.co/rOLeopUrOJ,happy|surprise,143,the most erotic painting in the no not the bronzino but leda the swan after michealangleo
193,@Tate_StIves hear hear. Super interesting,happy,41,hear hear super interesting
194,@NationalGallery Apart from the obvious skull? No idea!,nocode,55,apart from the obvious skull no idea
195,"@BBC_Culture @PlymouthMuseum Oh dear, why not Dame Laura Knight? Surely 'The Beach' should be in this list!",sad,107,oh dear why not dame laura knight surely the beach should be in this list
196,@FitzMuseum_UK http://t.co/LRg6D2CIvu,nocode,37,
197,Following on from the UK's newest royal baby @NationalGallery posts painting of original Queen Charlotte: https://t.co/wtBa6Gfai1,nocode,129,following on from the uk s newest royal baby posts painting of original queen charlotte
198,"Ooh, this looks good - Jackson Pollock exhibition opens @tateliverpool 30th June http://t.co/74WzAzjotq http://t.co/1CQzS3x3Kl",happy,126,ooh this looks good jackson pollock exhibition opens th june
199,Nothing to do with football this one... its just a tiny bit exciting @tateliverpool #Pollock http://t.co/TUmZb6F7Gp,happy,115,nothing to do with football this one its just a tiny bit exciting pollock
200,TY / M @Seygnovert Also follow @LoudenStudio @NYAcademyofArt @NationalGallery 2017 Abstract Film Program,nocode,104,ty m also follow abstract film program
201,@NationalGallery EXPO BOISSONNET FRENCH ARTIST PARIS 2016   1958 http://t.co/Zjkmp4cpXm,nocode,87,expo boissonnet french artist paris
202,"Piero della Francesca, The #Baptism of #Christ 1448–50 #London @NationalGallery tempera su tavola cm 168×116 #river http://t.co/Se8YCaxtsB",not-relevant,138,piero della francesca the baptism of christ london tempera su tavola cm river
203,#ILoveMuseums as they provide fantastic opportunities to #ExploreYourSubject as a prospective applicant for #university! @CamUnivMuseums,happy,136,ilovemuseums as they provide fantastic opportunities to exploreyoursubject as a prospective applicant for university
204,Castle Hill Open Day – @kettlesyard http://t.co/Cqd05Eqbm5,nocode,58,castle hill open day
205,Fantastic performance by Kerry Yong after @beatricegibson film as part of @FL_FLAMIN evnt on Sat @_theWhitechapel http://t.co/IDkceOIoB6,happy,136,fantastic performance by kerry yong after film as part of evnt on sat
206,.@NationalGallery #AskTheGallery http://t.co/xUWjRy64jU,nocode,55,askthegallery
207,@britishmuseum @JHGHendriks Wasn't that the Grand Old Duke of York?,nocode,67,wasn t that the grand old duke of york
208,@britishmuseum smooch!,nocode,22,smooch
209,#ARTiculation speakers are presenting @britishmuseum with @arthistorians  http://t.co/pM6OT0phoN,nocode,96,articulation speakers are presenting with
210,@britishmuseum सुडौल ख़ूबसूरती,nocode,29,
211,"I'll be talking about The Greeks in Southern Italy at @britishmuseum tomorrow, Rm 73, 1.15pm. Happy memories of #Gravina #archaeology",happy,133,i ll be talking about the greeks in southern italy at tomorrow rm pm happy memories of gravina archaeology
212,One of my favourite artefacts from one of my favourite museums @MAACambridge ! https://t.co/vsc3l73QuR,happy,102,one of my favourite artefacts from one of my favourite museums
213,HAPPY BIRTHDAY TO MY MAIN MAN (sorry @DanDiPiero) 400 YEARS YOUNG TODAY (in his great selfie from @NationalGallery) ! http://t.co/zL1yMv4Izb,happy,140,happy birthday to my main man sorry years young today in his great selfie from
214,#FF Happy weekend! @CommunityArchae @britishmuseum @PyBossa @chancock_na @joshuathogue,happy,86,ff happy weekend
215,@NationalGallery Lovely choice!,happy,31,lovely choice
216,"Jackson pollock and Glenn Ligon opening tomorrow at @tateliverpool great combo, both beautiful #NotToBeMissed",happy,109,jackson pollock and glenn ligon opening tomorrow at great combo both beautiful nottobemissed
217,@_TheWhitechapel @mitpress @monoskop http://t.co/dTz66QJhGz,nocode,59,
218,@emmalbowkett @_TheWhitechapel Its Best thing about photography I guess :),happy,74,its best thing about photography i guess
219,"""@britishmuseum: Ancient Egyptians placed amulets onto mummies to harness supernatural powers  They have this eye everywhere.",nocode,125,ancient egyptians placed amulets onto mummies to harness supernatural powers they have this eye everywhere
220,@kdastgirkhan @nationalgallery hmmmmmmm nice,happy,44,hmmmmmmm nice
221,Good to see you yesterday &amp; all the work in progress @flocktognews @wordpressdotcom The @ThelmaHulbert is coming together,happy,125,good to see you yesterday all the work in progress the is coming together
222,Looking forward to the #GlennLigon talk at @tateliverpool this afternoon :-),happy,76,looking forward to the glennligon talk at this afternoon
223,"Portrait of Doge Leonardo Loredan - Giovanni Bellini, 1501 (On display @NationalGallery) http://t.co/PedW4mdjJV",nocode,111,portrait of doge leonardo loredan giovanni bellini on display
224,Well worth catching before it ends early July #DefiningBeauty @britishmuseum http://t.co/qxIn5W7k9a,happy,99,well worth catching before it ends early july definingbeauty
225,Come to c it @tateliverpool staying @hotelindigo with @TravelBird_UK &amp; choose to go on #dazzleferry @MerseyFerries  https://t.co/B0UM0raumJ,nocode,143,come to c it staying with choose to go on dazzleferry
226,"Tomorrow I'll have a London #art day, starting @TPGallery , then @britishmuseum and afterwards the @royalacademy . A strong dose of art! :-)",happy,140,tomorrow i ll have a london art day starting then and afterwards the a strong dose of art
227,@britishmuseum Did Napoleon have to have bandages on his haemorrhoids changed during the battle? Or just a myth? #Waterloo200,nocode,125,did napoleon have to have bandages on his haemorrhoids changed during the battle or just a myth waterloo
228,"@MuseeLouvre @museiincomune @leCMN @GoldUnveiled @britishmuseum @MarDixon @Museo_MADRE Magnificent, would love to learn more about this hand",happy,140,magnificent would love to learn more about this hand
229,"Get your child's creative juices flowing at 'Imagination Station Special: Paper Picnic Time', tom'row at @PlymouthMuseum - 10.30-12, FREE!",nocode,138,get your child s creative juices flowing at imagination station special paper picnic time tom row at free
230,"""A great modern British institution"" - great piece from the @guardian on the fantastic @tateliverpool : http://t.co/wm6Es7gk69",happy,126,a great modern british institution great piece from the on the fantastic
231,...al vil óleo @MilenioYucatan @revistayucatan @CulturaYucatan @SejuveYuc @GranMMM @NationalGallery @gobiernoyucatan http://t.co/BhDhnzWN4V,nocode,139,al vil leo
232,@britishmuseum  podría tratarse de la divinidad fenicia del cereal?,nocode,67,podr a tratarse de la divinidad fenicia del cereal
233,@britishmuseum Excelente colección!,happy,35,excelente colecci n
234,"Tomorrow: @_TheWhitechapel Gallery Children’s Commission goes on display, featuring work by Brazilian artist Rivane Neuenschwander",nocode,130,tomorrow gallery children s commission goes on display featuring work by brazilian artist rivane neuenschwander
235,@HistoryGems @britishmuseum gives me the shivers every time I see this #aweinspiring,happy|surprise,84,gives me the shivers every time i see this aweinspiring
236,"A peachy morning at the excellent ""Defining Beauty"" exhibition @britishmuseum",happy,77,a peachy morning at the excellent defining beauty exhibition
237,"@britishmuseum May there be Peace in the North. South. East &amp; West. May there be Peace throughout the world. Druid summer solstice, AH Rite",nocode,143,may there be peace in the north south east west may there be peace throughout the world druid summer solstice ah rite
238,@_TheWhitechapel One of my 5 favourite places for contemporary art ! Great discovery today ! #artinlondon #gallery http://t.co/zAOImhy7JG,happy,137,one of my favourite places for contemporary art great discovery today artinlondon gallery
239,Buzzing on WINGIT #LDN RT @PeytonandByrne It's wine o'clock at the National Cafe with oliverpeyton @nationalgallery tonight - half price...,happy,139,buzzing on wingit ldn rt it s wine o clock at the national cafe with oliverpeyton tonight half price
240,#ff @JoeHReportage @JoannaEdenMusic @kevinhenry88 @KentwellHall @kettlesyard @EssexLibraries @looetic @law_saffron @LS_Fitness,not-relevant,126,ff
241,Great night in Cambridge with the Zugubal dancers from the Torres Strait! @MAACambridge http://t.co/HidjzmWvgA,happy,110,great night in cambridge with the zugubal dancers from the torres strait
242,@_TheRowanTree_ Thank you. Have a lovely weekend x @sewingcircus @SewBloominHappy @tateliverpool @FACT_Liverpool @LarksVintage,happy,126,thank you have a lovely weekend x
243,@AdamKoszary @BW_126 Liking @RAMMuseum 's use of Instagram to show behind the scenes &amp; things visitors might miss on a visit. #InstaMuseum,happy,142,liking s use of instagram to show behind the scenes things visitors might miss on a visit instamuseum
244,We made a virtual @britishmuseum for our games art students work http://t.co/BUxCb2nov9,nocode,87,we made a virtual for our games art students work
245,Off for a meet @RAMMuseum about some really exciting stuff for #exeter grey day will be #beautiful #breakfastofkings http://t.co/lRwKbGxOLk,happy,139,off for a meet about some really exciting stuff for exeter grey day will be beautiful breakfastofkings
246,@CamUnivMuseums @ilovemuseum I love Museums because they remind us that others before found a way to survive and also Periwigs  are great:),happy,139,i love museums because they remind us that others before found a way to survive and also periwigs are great
247,#Cambridge will not be the same for my next visits but I look forward to the results! @kettlesyard @rorieborealis  https://t.co/0spfnIyHiK,happy,138,cambridge will not be the same for my next visits but i look forward to the results
248,"The monumental 'Italian Woman' is by Corot, although he was best known as a landscape pai... http://t.co/mUzceCnoTK via @NationalGallery",nocode,136,the monumental italian woman is by corot although he was best known as a landscape pai via
249,#cfp #conference 'negotiating art. dealers and museums' @NationalGallery #london april 2016: http://t.co/xhh2iqURte,nocode,115,cfp conference negotiating art dealers and museums london april
