,emotion,clean_text
2456,nocode,ff
2457,happy,pleasur meet last week
2458,nocode,forget tonight free curat talk breadalban commun campu pm start
2459,nocode,ancient beauti modern live via
2460,not-relevant,zurbar n le ha pasado ahora lo que rembrandt hace o en la desatribucion monton
2461,nocode,sutton hoo ship burial
2462,nocode,queen charlott glanc draw eye view eton colleg seen windsor castl
2463,happy,see
2464,happy,excellnt exhibit benedict rubbra eye imag aug art africa natur devon observ
2465,happy,love blog first ever volunt award scheme well done everyon thank share
2466,angry,bobandroberta angri artist profil r speak foundationcours
2467,happy,happen today pop see wonder art liverbuild
2468,happy,great idea great pic love use instagram instamuseum
2469,nocode,hey check nation sing competit open mic uk open type act age
2470,nocode,book make promot british art tue june pm
2471,happy,excit see start redevelop hlfsupport visit return year wow
2472,nocode,darkroom christoph william
2473,happy,great learn informat lab peopl today richard hogben
2474,nocode,answer import eu question today product greek worker grecian urn
2475,nocode,london greater london
2476,nocode,treasur posse yet
2477,nocode,brag
2478,nocode,take tour british museum practic arab link talkarab learnarab
2479,nocode,ng jan steen effect intemper c art twitart
2480,nocode,etruscan mirror case represent odysseu penelop via archiv
2481,happy,sunni given cupcak plan go later lifeisgood fridayfeel
2482,happy,good select sculptur familiar mani level ba
2483,nocode,watch grand open edg art danc per
2484,not-relevant,none
2485,nocode,defin beauti london greater london w
2486,not-relevant,sure look like granada pomergran
2487,nocode,member day jacksonpollock
2488,happy,top visit boiler rooftop well play x
2489,nocode,probabl midweek though x
2490,happy,fav
2491,nocode,work start tate st ive phase two
2492,not-relevant,nomin favourit devon busi woman venu award
2493,nocode,curious entic paint art
2494,disgust|angry,think exhibit ridicul cartoon napoleon proper way commemor tragic war waterloo
2495,not-relevant,link por e el tuit popular en mi news feed de hoy
2496,happy,set inform stall ancient world discoveri day come fun chat u deaf
2497,nocode,piero della francesca confer start new info great baptism christ
2498,nocode,clutter shop glass foster
2499,nocode,go pictur
2500,happy,rembrandt selfportrait one favourit pictur visit yearli around birthday taught much
2501,nocode,none
2502,nocode,art thecoloursofkennyroach edfring
2503,not-relevant,thank follow follow back defeatingdepress
2504,happy,full day first pollock invigil antoni gormley amaz
2505,nocode,take part greco roman sculptur theme flashmob near
2506,happy,press preview new pollock ligon bratescu show morn rather good line articl come
2507,nocode,canaletto
2508,happy,oo fairi
2509,nocode,today last chanc see close redevelop
2510,nocode,gold pendant aigina treasur minoan bc
2511,nocode,russian present waterloo
2512,nocode,art london ttot lp vacat trip photographi photo travel travelp
2513,nocode,illustr ptolemi geographia universali basel petri
2514,nocode,escap crowd trafalgar squar weekend enjoy afternoon tea weekend
2515,nocode,book field visit programm
2516,happy,thank fascin talk art synaesthesia
2517,happy,fight talk sinc love let pas
2518,happy,danc thro pictur flickbook session excel time anim creativ castlehil
2519,nocode,book make promot british art tue june pm
2520,nocode,read roman marriag pic roman marriag ceremoni god hymenaeu torch miss
2521,happy,museum join wonder artbystand hashtag
2522,happy,quick dip board meet corin new kid commiss love much
2523,nocode,illus saint like leader exist human histori nation shine other
2524,nocode,love stori email u dprintdotcom com
2525,nocode,none
2526,nocode,one stand heel stone
2527,nocode,anoth moment wait happen select evolv prize exhibit
2528,nocode,verrocchio ari scheffer magritt
2529,nocode,paint draw sculpt anyth share u
2530,happy,mile see art case might worth
2531,nocode,corot al que sin duda anticip goya
2532,nocode,wonder
2533,nocode,crab jan oil canva x cm privat collect loan
2534,not-relevant,rd genocid biafran promis buhari begun day unreport aerial bombard biafraland
2535,happy,prehistor bone flute paleolith exhibit back favorit
2536,nocode,london greater london
2537,nocode,coup avec de cr atur de la mer dynasti ming xuand
2538,happy,love ancientl exhibit brilliant use technolog amaz display fascin insight cool mummi
2539,nocode,told dropbp sponsorship join
2540,happy,absolut fascin mummi yesterday quit taken shop
2541,nocode,pull stop curat jane munro watercolour
2542,happy,great pic day cheer
2543,nocode,korea china art london ttot lp vacat trip photographi photo travel travelp
2544,nocode,remark abdic voluntarili
2545,happy,thank show work see juli
2546,happy,great terrif radio show chat cambridg
2547,nocode,review indigenousaustralia anthropolog
2548,nocode,day summer solstic anglesey also make new visitor center
2549,nocode,boom boom
2550,nocode,waterloo wellington foreground hold telescop rein waterloo
2551,not-relevant,mind probabl ye protect though return soon situat chang
2552,happy,well worth visit indigenousaustralia aug
2553,happy,look forward visit exhibit
2554,nocode,golden draperi wall
2555,nocode,mind canva seewhatididther london
2556,happy,review fab nom de plume birdsong ahoy stornoway
2557,nocode,mr thoma learnt lot today visit barbarahepworth
2558,nocode,jame vi scotland england portrait jewel mean r
2559,happy,also display bedroom ceil
2560,happy,alway love mosaic floor london simpl idea like curio open mind rest thank
2561,nocode,repost repostapp today mark th anniversari battl
2562,nocode,graduat role develop team new grad interest fundrais
2563,happy,love ruben draw see hand work btw high temp today craycray
2564,nocode,dizzi reflect winifr nicholson cyclamen primula lower extens
2565,nocode,founder sir han sloan
2566,nocode,whoop sorri whitechapel bradi art centr
2567,nocode,jackson pollock black pour northern soul talk liverpool jacksonpollock pollock art
2568,happy,britishmuseum rt intrest insight ancient egypt exhibit ancient li
2569,happy,look forward see creativ project today
2570,nocode,follow u facebook page group heritag museum club movement south africa
2571,happy,saw someth week australian tv british museum look fantast
2572,nocode,boy girl nobil nubil collaps togeth sleep hermaprodit
2573,not-relevant,new volunt opportun work collect front hous
2574,happy,love descript pollock
2575,happy,cheeki beauti popular exhibit one mani represent love goddess
2576,happy,event amaz alex colvil exhibit
2577,nocode,like know
2578,nocode,interrupt summer edit hiatu progress updat catch sarah sat anoon galleri
2579,nocode,thame swimmer friendli hide heat london summer
2580,nocode,angel feel weekend saint ruff go yet angel bless child
2581,happy,morn peep beauti morn cranleigh look forward shindig later
2582,nocode,painter father c zann father shown immers newspap v via
2583,nocode,think model saskia
2584,nocode,rememb mr julia mezozo era manuscript exhibit
2585,happy,visit today whole hous fantast especi exhibit love welcom staff
2586,happy,ilovemuseum day v lucki mani brilliant museum nearbi entertain child visitor
2587,happy,ye look forward last pollock show saw tokyo saw amaz mural indian red ground
2588,nocode,work exet today
2589,nocode,today millionth visitor receiv print copi ancient peruvian pot behind scene tour
2590,happy,ff tgif
2591,nocode,objet histoir le journal stori via
2592,nocode,discov art social medium noho featur artist blandin bardeau hermoin carlin
2593,nocode,jackson pollock kid introduct jazzi action paint man
2594,nocode,dt ukingermani neil macgregor direktor de h lt queen lectur
2595,nocode,compartiendo el art est dispon gracia
2596,nocode,symposium radic film contemporari greec sat juli
2597,surprise,neck collar neck slender
2598,nocode,canaltay jeremiahday thessalonikibiennal
2599,happy,fab
2600,happy,rest museum hav go sinc small mummi best
2601,happy,new blog favourit portrait see london
2602,happy,tnx ff honour yr compani
2603,happy,better way spend day london
2604,nocode,insta born onthisday king jame first stuart king england also jame vi
2605,happy,look forward egyptian tour exhibit write etern museum open tonight
2606,nocode,carravaggio
2607,happy,realli enjoy new watercolour exhibit turner particularli impress
2608,nocode,art loan pollock work overhaul conserv travel overhaul
2609,happy,arriv canada day field school acclimat realli good time
2610,happy,place
2611,nocode,buzz rt soundscap paint exhibit display nation galleri
2612,happy,sound great paula hepworth museum wakefield realli good inde
2613,nocode,weapon resist jandamarra hero bunuba peopl via
2614,nocode,interview dysprax penguin display
2615,nocode,ndjuli th octob photograph exhibit illustr life actress audrey hepburn
2616,nocode,fanci day enid blyton exhibit open today childhood career charact
2617,nocode,look forward go london tomorrow friend spend weekend
2618,nocode,get magnifi glass delv deep
2619,happy,old master teach u death fascin event juli
2620,nocode,australia art london ttot lp vacat trip photographi photo travel travelp
2621,nocode,area think nation galleri focu collect next askthenationalgalleri
2622,nocode,london greater london
2623,nocode,brass astrolab made muhd mok india neshki script
2624,happy,defin beauti well worth visit especi one enjoy draw dark
2625,happy,treasur
2626,not-relevant,fund traineeship nation museum ni
2627,angry,urg art lover boycott rep candi reinstal human right import pictur
2628,happy,roman glass enlighten galleri beauti
2629,nocode,galeri seni kontempor di moskow
2630,sad|angry,horror coloni much gloss
2631,nocode,agre way
2632,nocode,art london ttot lp vacat trip photographi photo travel travelp
2633,nocode,greav
2634,nocode,london greater london
2635,angry,serious napoleon hitler stupid
2636,nocode,hunt calendar look like someth grimm engrav name differ wesen
2637,nocode,vermutlich k nnte man e mit einer aufgeschlosseneren haltung gegen ber besuchern auch hinbekommen
2638,nocode,marr starttheweek ask hrothschild negoti settlement disput remov privatis threat
2639,nocode,none
2640,happy,must ancestor haha
2641,happy,congrat win cover prize delight piec exhibit
2642,nocode,ff
2643,not-relevant,sheffield student offer
2644,happy,secret brisk walk garden lot tea birthday
2645,nocode,need visit see fallen emperor napoleon plymouth sound
2646,nocode,absolut like uniform wore marengo
2647,nocode,none
2648,nocode,construct steam ahead tate st ive phase two via
2649,happy,one best exhibit around x ray ancient mummi plu greek art definingbeauti
2650,happy,cheer twitter stuff abl make pv next month got cover
2651,nocode,hi even lectur record somebodi greek enlighten one tonight mention podcast
2652,nocode,mani peopl seem know doubl issu cover
2653,happy,excit nichola thoma critiqu natur artefact rethink contextualis object
2654,nocode,still life contemporarybritishartist modernistpaint
2655,not-relevant,second genocid agvainst biafran promis buhari begun day unreport aerial bombard biafraland
2656,nocode,newexpress field visit today still time book visit
2657,nocode,london greater london
2658,nocode,lack smell look
2659,disgust,found answer question sir nichola
2660,nocode,mt paint sound like read soundscap latest project
2661,not-relevant,job alert hire curat south asia focu indian sculptur deadlin th juli
2662,happy,watercolour exhibit open today thrill collabor oc detail soon
2663,not-relevant,h albion daili stori via
2664,nocode,vacanc alert head commun artsjob
2665,happy,glad follow interest ancient manuscript rare book check
2666,happy|sad,look forward see glennligon eve still gut miss talk hope beauti crowd
2667,happy,thank john brilliant guid tour blind spot jacksonpollock even help husband understand work
2668,happy,wheel chair youth direct today complet touch heart love artwork card
2669,nocode,hey meant le strang peopl f ed time right
2670,happy,barrow even beauti
2671,happy,thx fav love visit ky join june
2672,nocode,ng pieter de hooch woman maid courtyard c art
2673,nocode,ff
2674,happy,fine public corpu vasorum antiquorum greek roman antiqu
2675,nocode,meet today
2676,nocode,ff exet pound note peopl featur e first see note e
2677,nocode,correct
2678,nocode,amaz mongolian reunit pic rel river star reindeer
2679,happy,love intens attent paid frame
2680,nocode,link del el link popular entr la gent que sigo e por
2681,happy,anoth stun locat cornwal time st ive home lovegreatbritain
2682,nocode,lie beneath draperi suggest form via allur surfac made intern form
2683,nocode,pictur would like perman collect askthegalleri
2684,not-relevant,practis artist requir run workshop quot requir deadlin fri june artopp
2685,sad,mani thank sad think hidden away enlight galleri demon mermaid
2686,happy,look forward welcom guest speaker baroquessn
2687,nocode,oscar almost readi freezer need deep freez month join tiger
2688,happy,indigenousaustralia exhibit amaz well worth visit
2689,happy,nice love tour museum eat lunch canada
2690,happy,fantast rehang love purpl wall baroquessn studi day
2691,happy,alway love
2692,nocode,hello next door dr penni favourit portrait nation collect askthegalleri
2693,nocode,ye photo use front page daili sketch tho crowd closer
2694,nocode,fals teeth nick name waterloo teeth taken dead soldier
2695,nocode,tiepolo inner world merchant light histor novel marta maretich
2696,happy,definingbeauti great exhibit see polit econom situat today think greek empir
2697,nocode,neil macgregor direktor de h lt queen lectur queeningermani
2698,happy,ancient beauti modern live via
2699,happy,good day new th centuri display baroqu baroquessn
2700,happy,throughli enjoy definingbeauti today highli recommend everyon see superb exhibit close
2701,happy,look forward juli rd next pwa hr
2702,nocode,cantabridgia daili stori via
2703,happy,new incred show jame richard v c collect franci bacon amaz
2704,happy,hope team great time pollock pressview today
2705,nocode,watercolour element natur open samuel palmer
2706,nocode,british museum bonapart british caricatur exhibit
2707,happy,congratul helen well done
2708,happy,hey thing went week everytim new thing reveal place
2709,surprise,show curat paint newspap imag two day land
2710,nocode,ye often go banal day believ craft make come back stay turn
2711,disgust|angry,feel come display human remain bm held onto indig remain
2712,nocode,art han werting ver via
2713,nocode,london greater london
2714,nocode,glenn ligon encount collis open tomorrow
2715,happy,love
2716,happy,cambridg design daili stori via
2717,nocode,galeri seni kontempor di moskow
2718,nocode,fyi reinstatecandi
2719,nocode,director sir freder kenyon artist advisor believ equal war dead ww
2720,happy,champagn amid rooftop happybirthdaytom ilovelondon
2721,nocode,conferenc event showcas wed juli pm rsvp venuehir org
2722,happy,got thank
2723,nocode,canadahous design sir robert smirk also built explorecanadahous
2724,angry,askthegalleri bodi rockerfel uk uni divest fossil fuel backward support oil corp
2725,happy,
2726,not-relevant,origin old blue eye
2727,happy,nationalkissingday favourit smooch collect
2728,happy,fantast wait see review great
2729,nocode,maintain exhibit tip top condit must herculean effort
2730,nocode,none
2731,nocode,safe establish ancient cultur includ indian vedic knew planet gg
2732,nocode,want art council give give million chip juli visit artsfund
2733,happy,cornish holiday escap stori via
2734,happy,gorgeou geeki afternoon definingbeauti
2735,nocode,isi hancurkan situ dunia di palmyra
2736,happy,lost lunch check
2737,nocode,cultur slummin high brow stuff rosieandrewbigweekend
2738,surprise,look like man
2739,happy,day look magnific work
2740,happy,great thank much
2741,happy,thank repli dr nichola penni thank
2742,nocode,prove rudd gillard killingseason predict bc
2743,nocode,look someth exet tri wont disappoint check portal devonhour
2744,happy,great photo articl cambridg
2745,nocode,copenhagon marengo napoleon wellington hors waterloo ward art
2746,nocode,put question director onlin ask put blockbust exhibit askthegalleri
2747,nocode,best first hand account battl critic thing know
2748,happy,great exhibit ancient live bodi year old fetal posit howev old return begin
2749,happy,still daze definingbeauti stun
2750,nocode,countrybal soon
2751,happy,askthegalleri love littl pictur wilki recent acquir belong tate britain
2752,nocode,discov art social medium rod mcintosh co founder noho artist london art video
2753,angry,confid would answer critic askthegalleri ignor visitor tax payer
2754,nocode,blue red
2755,nocode,cours mean thursday even tomorrow
2756,nocode,soundscap open juli
2757,surprise,teeth taken corp battlefield use dentur rest centuri
2758,nocode,british museum bonapart british
2759,happy,espectacular sunbeam
2760,happy,thoroughli approv cafe yorkshir size scone cafe might take note
2761,sad,inventingimpression strictli photo area shot museum shop instead
2762,happy,v lot road claridg also love columbia road
2763,surprise,haha definit giant eagl hang around last visit
2764,happy,indigen australia endur civilis exhibit tell incred year stori
2765,nocode,ng jacob van ruisdael ruin dune landscap art twitart
2766,happy,look new waddesdon galleri fascin amaz boxwood microscop sculptur
2767,happy,waddesdon exhibit beauti display glitter boxwood carv roman glass wonder recommend
2768,nocode,host athen symposium radic film w juli
2769,nocode,tower babel c escher via
2770,happy,stun collect vase entitl socrat voyeur would like plu photo
2771,nocode,ancient beauti modern live via
2772,nocode,gaze statu plato definingbeauti
2773,nocode,dramat shadow seagul bum glass shadow enthusiast
2774,happy,love use pop british museum could see sutton hoo treasur
2775,happy,repost repostapp see magnific th centuri sudaneselyr new
2776,nocode,week shipwreckollect william swinchin spent day strand sea ww
2777,happy,defin beauti amaz group creativ older peopl perform tomorrow part exhibit
2778,nocode,wound amazon drawn spot definingbeauti thedailysketch
2779,happy,fantast breadth power work ligon exhibit
2780,not-relevant,nd genocid biafran promis buhari begun day unreport aerial bombard biafraland
2781,happy,look definingbeauti exhibit well great start weekend
2782,nocode,must read visit britain top cafe featur
2783,happy,jackson pollock blind spot mad see work flesh review soon
2784,angry,askthegalleri treat staff badli
2785,happy,view dazzleferri top worth climb though
2786,nocode,right far know rot mouth mayb georg washington hors donkey one better
2787,happy,cornwal stive look great today sun enjoy hepworth garden makeawish
2788,nocode,pm preview castlehillopen day cambridg
2789,nocode,bbc chronicl spitalfield exhum show exampl spring load waterloo dentur
2790,happy,today got handl greek artefact defin beauti see stun savagebeauti exhibit
2791,happy,ye true priceless treasur arttherapi good hashtag use
2792,sad,estim rang hors kill severli wound
2793,nocode,plea sneak pic book
2794,happy|surprise,today free tour learn amongst thing cherub blue seraph red wow
2795,nocode,plymouth world voyag plymouthgin birth legen exhib st oct
2796,sad,well hope suppos see frame like soon
2797,happy,u someon periscop show world fabul collect vangogh bottecelli rembrandt leonardo
2798,nocode,term mount spain
2799,happy,realli enjoy press view far never seen jackson pollock close
2800,happy,birthday boy throwback cambridg love
2801,not-relevant,get paper propos year annual confer octob deadlin noon tomorrow
2802,not-relevant,head develop k cambridg artsjob
2803,happy,construct steam ahead tate st ive phase two architectur
2804,nocode,pardon c est habit du parfumeur origin etch held see
2805,happy,superb
2806,nocode,today look gainsborough see outlin cat unfinish via
2807,happy,lifetim collect waddesdon
2808,happy,kilwa potteri sherd one best historyoftheworldin object episod
2809,nocode,top art show c london
2810,happy,thank rt follow back defeatingdepress
2811,happy,glad enjoy collect stun
2812,happy,go see defin beauti interest indigen australia also one go see lot think
2813,nocode,post inform leaflet etc school librarian lrc manag larg school librari north london
2814,not-relevant,ty also follow abstract film program ff
2815,happy,top form moder next week prom k trip still much lovingit x
2816,nocode,lot walk today rather warm could nice sit think pharaoh nuff
2817,nocode,mt feast day johnthebaptist explor life art
2818,happy,comm au le non finit au servic de la sc well done sunday
2819,happy,close refurbish sunday definit worth visit cambridg weekend
2820,not-relevant,welcom twitter conserv extraordinair
2821,nocode,today first day summer work collect remind warmer mo via
2822,not-relevant,rd genocid biafran promis buhari begun day unreport aerial bombard biafraland
2823,nocode,lord lucan
2824,happy,wow love learn ancient egypt fabul well done kayle
2825,not-relevant,rd genocid biafran promis buhari begun day unreport aerial bombard biafraland
2826,nocode,lothar g tz mirror imag pv june pm london open
2827,happy,went see christopherwilliam exhibit excel
2828,nocode,director neil mcgregor give queen lectur queeninberlin royal royalvisitgermani
2829,not-relevant,photo brexit may grexit give back parthenon statu greec put
2830,happy,notesonprotest close thank
2831,nocode,brought back stori photo escher andalusia see
2832,happy,wondrou manuscript book past paper amaz inspir tremend delight rt
2833,happy,kind close
2834,nocode,museum london ttot lp vacat trip photographi photo
2835,happy,wonder exhibit enid blyton work aug th devonday
2836,nocode,celesti globe stand ring timurid dyn iran brass w inlaid silver point kufic script
2837,nocode,sunday last time visit close excit develop work seen newrhythm go
2838,nocode,histori paint z hannahh ch l r tnght pic
2839,happy,love mention today
2840,nocode,rothschild bronz michelangelo hold confer find
2841,nocode,monet influenc boudin woman right may fact boudin wife
2842,happy,wonder proof sometim myth legend inde histori fact
2843,nocode,identifi object repres transienc life four age man via
2844,not-relevant,second genocid biafran promis buhari begun day unreport aerial bombard biafrala
2845,happy,stimul day culturegeek hotfoot back cambridg time torr strait dancer
2846,nocode,musestra art bronz age ancient cypru roman money next tuesday
2847,nocode,appl watch mt egyptian put amulet mummi har supernatur power
2848,nocode,last week christopherwilliam jun watch curat intro
2849,happy,great subject matter composit render nice
2850,nocode,new portrait american dream jackson pollock glenn ligon reveal
2851,nocode,glenn ligon encount collis unit artist group show
2852,nocode,view rouen bon secour joseph pennel
2853,nocode,convers station talk defeatingdepress
2854,happy,end anoth great weekend sat today back hq gladiat arena tomorrow
2855,nocode,afternoon histori
2856,happy,saw new jackson pollock exhibit today realli absorb go
2857,not-relevant,thank favourit
2858,nocode,ney one napoleon top gener execut franc waterloo
2859,nocode,retrato para mim express mai sincera da personalidad de uma pessoa ao contr rio da self que vira um espectro
2860,nocode,tate everi good painter paint jackson pollock come soon
2861,angry,let find freedom info act money
2862,nocode,french wall
2863,nocode,bel pezzo
2864,nocode,hi kelli paint call cognoscenti room hung pictur via
2865,happy,beauti
2866,nocode,london greater london
2867,nocode,back w fellow futurecur alum wil learn anatomi museum
2868,nocode,grazi al cielo ha ben altr misur anatomich
2869,sad,w e saw close build work film made memori michael harrison
2870,happy,last rt excel askthegalleri question look forward answer tomorrow
2871,happy,love waterloo
2872,nocode,second phase cornwal tate st ive steam ahead design
2873,nocode,plan ahead school summer holiday pick satm guid today
2874,nocode,minut trade room
2875,happy,love castl hill open day map schedul great day saturday
2876,not-relevant,applic nearli close get touch e clair gellard tv film th th juli pl rt
2877,nocode,detail
2878,nocode,dega rodin discov art histori life draw
2879,nocode,barbara hepworth cushion reserv collect barbarahepworth kettlesyard cambridg
2880,happy,thank rt follow realli interest select panelist defeatingdepress
2881,happy,parent pastonian enjoy guid tour upcom pas event info
2882,angry,agre eat sandwich daili inspir surround inspir rage day what nxt
2883,nocode,happend content bullock museum napoleonica egyptian hall piccadilli
2884,nocode,prepar vip serv glass plymouth gin plymouth gin
2885,nocode,take realli easi art london
2886,happy,salut twitter legend
2887,nocode,last chanc visit plu thread style nuclear bunker free castlehil pm
2888,happy,pollock ligon br tescu pv top speech
2889,happy,top art show c london
2890,nocode,napoleon code end tradit monarchi disciplin brave excel tactician visionari etc etc
2891,happy,thank look realli excit slow percept best wish
2892,happy,great see repres excel hardwork curat ethnographi
2893,nocode,catch sincru perform castlehil open day tomorrow pm pm organis cambridg
2894,happy,er wrong art gcse pollock never work pollock warhol wish
2895,nocode,doubl neg portrait american dream
2896,happy,gorgeou
2897,not-relevant,steve dixon daili stori via
2898,nocode,gainsborough use light brushstrok morn walk blend figur via
2899,happy,great coffe brilliant exhibit perform fab catch castlehil
2900,nocode,ventur would good moment put offer remain elgin marbl
2901,nocode,interview abt millionth visitor moro
2902,surprise,british museum evacu britishmuseum
2903,happy,l histori art dept way london give public present excit brew photo follow
2904,happy,thank share nation galleri great wednesday insight
2905,nocode,show week top exhibit
2906,nocode,mira
2907,nocode,visit museum london
2908,nocode,imposs world mc escher scotland summer
2909,happy,fabul
2910,not-relevant,none
2911,not-relevant,second genocid biafran promis buhari begun day unreport aerial bombard biafraland
2912,nocode,sixth form art photographi trip liverpool
2913,nocode,none
2914,nocode,edvard munch scream although poem refer theft vizpoem
2915,happy,back second group look femal gladiat amazon
2916,angry,askthegalleri love hate privat sector colonis illeg discrimin union reinsatecandi
2917,happy,thank
2918,nocode,book wiredmoney juli
2919,nocode,show real commit
2920,happy,spent morn learn mummi fascin well present right balanc object info interact
2921,nocode,askthegalleri could someon ng paint would
2922,not-relevant,sexi porn sex danc sexual intercour
2923,happy,hi wonder could rt video tri rais awar make art access thank
2924,happy,great new blog definingbeauti hay festiv live inform
2925,happy,realli proud part london open year open th juli get close
2926,nocode,korea china art london ttot lp vacat trip photographi photo travel travelp
2927,happy,look forward celebr marion smith qc silk appoint tonight
2928,nocode,yep
2929,happy,nou adoron gainsborough nou le gb
2930,nocode,jamesrichard choos bacon final present vaccollect mt aug
2931,happy,sound fab special event garden septemb wait come back see autumn light
2932,nocode,millionth visitor arriv
2933,happy,cultur lunch break take venu mar botticelli beauti
2934,happy,perfect way end pictur favourit piec whole place sutton hoo helmet
2935,happy,ye
2936,nocode,suggest art scheme kid summer east london
2937,nocode,hey alarm go go reopen soon head home
2938,happy,cool could use one next time camp
2939,nocode,van dyck show sen anim earli work child portrait de via
2940,nocode,donneinart donneescultura della societ maya mari mungo e midg
2941,happy,love volunt student cacl event thank host inspir event
2942,nocode,museum tekstil jemput bola perkenalkan kain sarung di enjoy ramadhan
2943,happy,crack john ashdown hill deliv talk
2944,nocode,behind scene jackson pollock new exhibit justpublish
2945,surprise,holi sh
2946,not-relevant,none
2947,nocode,would explain maplethorp
2948,nocode,join index editor barbara pezzini lunchtim lectur modern british art
2949,nocode,london greater london
2950,happy,followfriday top influenc commun week
2951,nocode,cultur minist ed vaizey place temporari export ban cezann
2952,happy,best museum app
2953,happy,matter mani time come still one favourit place london museumgeek
2954,nocode,paint sound like find read soundscap latest project blog
2955,nocode,pm confer pierodellafrancesca art london cultur museum art cultura ff
2956,nocode,rivan neuenschwand solo show part child commiss june
2957,nocode,jackson pollock jazz win ticket stun new exhibit
2958,nocode,london greater london
2959,nocode,wurd soeben publiziert vielen dank
2960,nocode,cambridg close two year june director andrew nairn join
2961,nocode,follow u rt could win ticket exhibit indigenousaustralia benugoticket
2962,nocode,week pelhampick ft jackson pollock blindspot open june
2963,nocode,bu haber g ndemin olsun sahipsiz talan edilen bir tarih
2964,happy,love definingbeauti thought stun learnt much beauti curat fell love thank
2965,happy,well done look forward visit next weekend anoth look mummi exhibit
2966,happy,highli recommend definingbeauti exhibit anyon made yet well worth visit close next month
2967,happy,amaz night pleasur cook bouillabais stun room lucystein parti
2968,not-relevant,tonight
2969,sad,one day sorefeet
2970,happy,beauti exhibit wish seen last trip uk nov
2971,nocode,v
2972,happy,today last invigil galleri closur thank folk wonder thing
2973,nocode,look spin imag exet devonhour
2974,not-relevant,none
2975,nocode,lo vist el tuit popular de hoy entr la persona que sigo por
2976,surprise,oh
2977,nocode,sexi way put
2978,happy,thank share nation galleri great tuesday
2979,nocode,remind pendant saw day
2980,happy,modern look univers fitzwilliam contemporari hubbi studi
2981,nocode,frontal eye fit well
2982,happy,lucki want see
2983,nocode,definingbeauti defin ugli ancient greek find grotesqu
2984,nocode,carambolag
2985,nocode,date correct
2986,happy,thank fave wound amazon realli love definingbeauti visit drawn mani time
2987,nocode,new post interest thing learn histori world podcast arthistori art
2988,nocode,v life like paint rt work de hooch known orderli interior sunni courtyard
2989,nocode,giveaway art dvd book bundl
2990,happy,enjoy minion best cinemat turn sinc skyfal lot fun amaz good laugh
2991,nocode,ff
2992,not-relevant,follow ff sayeth lord
2993,happy,enjoy afternoon discus restor potenti home place everyday gestur openhous
2994,happy,newscomb stori via
2995,happy,wonder
2996,nocode,none
2997,nocode,cfp negoti art dealer museum confer april via negotiatingart
2998,nocode,guess mesoamerican handl
2999,happy,culturegeek yesterday recommend everyon follow head digit publish
3000,happy,tour round excel afternoon thank well worth visit ilovemuseum
3001,nocode,wild guess pay peopl le
3002,happy,enid blyton show simpli wizard
3003,happy|sad,queu get suck least move pretti quickli
3004,happy,happi give talk confer creat virtual realiti experi museum
3005,nocode,samuel palmer
3006,nocode,part armour
3007,nocode,invit creat fun palac
3008,not-relevant,none
3009,nocode,ff
3010,nocode,sexual ident definingbeauti via pride psycholog sex
3011,happy,wow look awesom
3012,happy,sparkl show turner singer sargent c zann watercolour cambridg
3013,happy,great day far plea come still time castlehil
3014,happy,simpli gorgeou
3015,nocode,hello avail line
3016,sad|disgust|angry,stop privatis servic sign petit via
3017,happy,marvel
3018,nocode,look ruskin gift turner paint cambridg fitzwilliammuseum
3019,happy,thank make histori cool
3020,happy,see dri brush everywher dramat also remind mediev cosmograph
3021,surprise,coin per day worri rsi day
3022,nocode,current duccio caro display open
3023,happy,beguil art andrea del sarto portrait
3024,happy,like cuddli toy
3025,nocode,happi fathersday
3026,nocode,new paint mahler exhibit
3027,nocode,stun vike silver thistl brooch ad use fasten man cloak
3028,nocode,u today lauri art resourc includ
3029,nocode,imagen retrato lucio v mansilla patrimonio del
3030,happy,rhank time brief whiz round spectacular
3031,happy,year busi digit discoveri centr great time
3032,nocode,know napoleon favourit food french one
3033,nocode,stoneheng summer solstic bertram buchanan date via
3034,happy,think known statementpiec jewelri statement
3035,nocode,london greater london
3036,nocode,seem malfunct sceptr
3037,not-relevant,pm preview castlehillopen day cambridg
3038,happy,thank posit feedback plea enjoy visit
3039,happy,student enjoy work classroom stockleyart
3040,nocode,someth sunday shift pattern look intricaci pacif barkcloth cloth
3041,happy,look forward visit later week final time close two year redevelop miss
3042,nocode,tomb nebamun bc egyptolog archaeolog ancientegypt
3043,happy,one favorit human skull cleverli paint proport angl
3044,not-relevant,read jo nye book call soft power hillari clinton rebrand smart power
3045,nocode,promot rayban click
3046,nocode,nk att jag en g ng varit helt fascinerad av napoleon waterloo
3047,nocode,sunflow oil canva x cm london
3048,happy,sparkl afternoon tea great court restaur british museum london travel
3049,nocode,plan way th birthday parti day get readi
3050,happy,love ancient live new discoveri fascin amaz could stay day
3051,happy,work new seri small linocut print sketch three head exhibit great visit
3052,happy,much look forward take love wander round
3053,happy,perfect late night stroll brit summer last
3054,happy,summeri paint forget pour right bather asnier seurat art
3055,happy,nice review exhibit
3056,happy,exuber sansovino frame exhibit one mani highlight today great visit
3057,nocode,ancient roman version swiss armi knife rd centuri ce
3058,nocode,grexit prescient pessimist gift shop
3059,nocode,acquir st georg bellow paint last year see mani similar acquisit futur askthegalleri
